,Body1 Torque Z(N.m),Time (ms),Excitation
4,-406.708810614415,4,921.48
5,-406.845030999151,5,921.48
6,-404.327415440196,6,921.48
7,-407.447227053251,7,921.48
8,-406.461593530662,8,921.48
9,-408.446765895675,9,921.48
10,-405.373079035602,10,921.48
11,-408.042429081915,11,921.48
12,-404.717727635445,12,921.48
13,-403.757683698169,13,921.48
14,-402.963308703159,14,921.48
15,-402.495375293944,15,921.48
16,-404.082505256266,16,921.48
17,-404.570064965548,17,921.48
18,-406.161967391816,18,921.48
19,-404.04585604219,19,921.48
20,-404.758454335612,20,921.48
21,-405.139601850984,21,921.48
22,-408.450630218923,22,921.48
23,-406.432582303505,23,921.48
24,-408.238725946698,24,921.48
25,-402.993909348743,25,921.48
26,-402.72015305755,26,921.48
27,-402.434316493554,27,921.48
28,-402.260595783373,28,921.48
29,-409.75600223094,29,921.48
30,-402.977601463547,30,921.48
0,-195.572748240052,0,450.0
1,-197.49969583819,1,450.0
2,-198.584900884007,2,450.0
3,-197.727184699073,3,450.0
4,-200.070496745713,4,450.0
5,-199.82630250558,5,450.0
6,-198.087383470877,6,450.0
7,-200.045343462637,7,450.0
8,-199.447137183784,8,450.0
9,-200.732497868905,9,450.0
10,-197.956829507902,10,450.0
11,-200.372429209487,11,450.0
12,-197.883987379897,12,450.0
13,-198.285411906562,13,450.0
14,-197.471255307069,14,450.0
15,-197.337286591706,15,450.0
16,-197.830210372782,16,450.0
17,-197.970125351098,17,450.0
18,-199.253722756739,18,450.0
19,-198.097536578995,19,450.0
20,-198.292986273484,20,450.0
21,-198.254041050691,21,450.0
22,-200.716735827503,22,450.0
23,-198.80824824203,23,450.0
24,-200.645138471942,24,450.0
25,-197.56501749554,25,450.0
26,-197.421539379609,26,450.0
27,-197.736037429498,27,450.0
28,-196.939700984222,28,450.0
29,-200.839097473286,29,450.0
30,-197.066589055564,30,450.0
0,-401.83902518371,0,928.44
1,-406.14885288407,1,928.44
2,-408.31396691512,2,928.44
3,-406.335408077162,3,928.44
4,-409.761306975729,4,928.44
5,-409.903088282359,5,928.44
6,-407.375005617229,6,928.44
7,-410.513776341658,7,928.44
8,-409.518839512473,8,928.44
9,-411.519829041488,9,928.44
10,-408.437337905376,10,928.44
11,-411.108342139109,11,928.44
12,-407.768499984171,12,928.44
13,-406.790288998236,13,928.44
14,-405.996193112286,14,928.44
15,-405.516734189437,15,928.44
16,-407.127922493178,16,928.44
17,-407.617580569248,17,928.44
18,-409.216691798779,18,928.44
19,-407.08871377402,19,928.44
20,-407.806095836057,20,928.44
21,-408.19385366698,21,928.44
22,-411.52190270473,22,928.44
23,-409.499651506581,23,928.44
24,-411.309944546665,24,928.44
25,-406.0260084466,25,928.44
26,-405.748715223452,26,928.44
27,-405.458000713085,27,928.44
28,-405.291577583584,28,928.44
29,-412.838494992468,29,928.44
30,-406.017854101792,30,928.44
0,-2.2772515630569,0,6.84
1,-1.71776929642067,1,6.84
2,-2.4615359734095,2,6.84
3,-2.50775742520457,3,6.84
4,-4.00715195747719,4,6.84
5,-3.58402469996527,5,6.84
6,-2.51115921430682,6,6.84
7,-3.61750421431577,7,6.84
8,-3.03681613432374,8,6.84
9,-4.1849555571416,9,6.84
10,-1.18969438430577,10,6.84
11,-3.22619699079503,11,6.84
12,-1.11585621050604,12,6.84
13,-3.01544698036659,13,6.84
14,-1.96894969911876,14,6.84
15,-1.52331647562204,15,6.84
16,-1.96725786117568,16,6.84
17,-1.49699209684909,17,6.84
18,-2.8656055890291,18,6.84
19,-2.81796176444628,19,6.84
20,-2.16992651715168,20,6.84
21,-1.77509291711863,21,6.84
22,-3.97402668784059,22,6.84
23,-1.91958598083037,23,6.84
24,-4.18026069310451,24,6.84
25,-2.57346970359096,25,6.84
26,-2.2514261078585,26,6.84
27,-3.48516723442276,27,6.84
28,-1.65282842117155,28,6.84
29,-2.1723712967366,29,6.84
30,-1.4349413483506,30,6.84
0,-18.2351389042743,0,43.32
1,-17.8869531402441,1,43.32
2,-18.6352367210329,2,43.32
3,-18.614718562457,3,43.32
4,-20.1742936456598,4,43.32
5,-19.7566327374544,5,43.32
6,-18.6345522868777,6,43.32
7,-19.801608132442,7,43.32
8,-19.2305549424843,8,43.32
9,-20.3732259655752,9,43.32
10,-17.4137540022966,10,43.32
11,-19.4847785426666,11,43.32
12,-17.3593700854497,12,43.32
13,-19.128512870336,13,43.32
14,-18.1118277237533,14,43.32
15,-17.7121605405549,15,43.32
16,-18.1241815251418,16,43.32
17,-17.7126677163062,17,43.32
18,-19.0596992929431,18,43.32
19,-18.9152381409803,19,43.32
20,-18.3494109794009,20,43.32
21,-17.982390983405,21,43.32
22,-20.1836158763819,22,43.32
23,-18.1491974837552,23,43.32
24,-20.3632462115143,24,43.32
25,-18.6516737345441,25,43.32
26,-18.3568460377224,26,43.32
27,-19.5045100180592,27,43.32
28,-17.776545354468,28,43.32
29,-18.5702018165722,29,43.32
30,-17.5772222760382,30,43.32
0,-41.9713418427792,0,97.56
1,-41.9354873978642,1,97.56
2,-42.6982608942847,2,97.56
3,-42.5758651723199,3,97.56
4,-44.228190202867,4,97.56
5,-43.8217058300778,5,97.56
6,-42.6244834328531,6,97.56
7,-43.8850115147365,7,97.56
8,-43.324693625193,8,97.56
9,-44.4647353801306,9,97.56
10,-41.5527180631547,10,97.56
11,-43.6739637456172,11,97.56
12,-41.5208007778218,12,97.56
13,-43.0981531935707,13,97.56
14,-42.1222598066388,14,97.56
15,-41.7842954876346,15,97.56
16,-42.160750479648,16,97.56
17,-41.8339423554046,17,97.56
18,-43.1536812072683,18,97.56
19,-42.8668508892633,19,97.56
20,-42.4192087160242,20,97.56
21,-42.0940654497978,21,97.56
22,-44.3051313088825,22,97.56
23,-42.2978876734243,23,97.56
24,-44.4463827849119,24,97.56
25,-42.5734399558939,25,97.56
26,-42.3149021228341,26,97.56
27,-43.3378433399822,27,97.56
28,-41.7588946284162,28,97.56
29,-42.9619838480316,29,97.56
30,-41.5905245320098,30,97.56
0,-331.442691822286,0,764.4
1,-334.991357206327,1,764.4
2,-336.70211440989,2,764.4
3,-335.107615741967,3,764.4
4,-338.162377704582,4,764.4
5,-338.167829400242,5,764.4
6,-335.898703272695,6,764.4
7,-338.605526111308,7,764.4
8,-337.79948917624,8,764.4
9,-339.474918264769,9,764.4
10,-336.564312066368,10,764.4
11,-339.177305499707,11,764.4
12,-336.17337989398,12,764.4
13,-335.63737102757,13,764.4
14,-334.842967598662,14,764.4
15,-334.57811704316,15,764.4
16,-335.683764776809,16,764.4
17,-336.099056464522,17,764.4
18,-337.548040989321,18,764.4
19,-335.717839105251,19,764.4
20,-336.301553036858,20,764.4
21,-336.537618732689,21,764.4
22,-339.501147448291,22,764.4
23,-337.555730224766,23,764.4
24,-339.308620108707,24,764.4
25,-334.879321661972,25,764.4
26,-334.675886984043,26,764.4
27,-334.533809239027,27,764.4
28,-334.188279095499,28,764.4
29,-340.507653058376,29,764.4
30,-334.696251594587,30,764.4
0,-248.838188113876,0,572.88
1,-251.418019944002,1,572.88
2,-252.709535806668,2,572.88
3,-251.569156798214,3,572.88
4,-254.184440721865,4,572.88
5,-254.030030610759,5,572.88
6,-252.084764439692,6,572.88
7,-254.321942798703,7,572.88
8,-253.664220624223,8,572.88
9,-255.069586343363,9,572.88
10,-252.27061870637,10,572.88
11,-254.773399145659,11,572.88
12,-252.106047722519,12,572.88
13,-252.127612347236,13,572.88
14,-251.331012944867,14,572.88
15,-251.184519312469,15,572.88
16,-251.860029258768,16,572.88
17,-252.125762142138,17,572.88
18,-253.453091294404,18,572.88
19,-252.019705063316,19,572.88
20,-252.387904077525,20,572.88
21,-252.454241570034,21,572.88
22,-255.081721131338,22,572.88
23,-253.174151984314,23,572.88
24,-254.952776076487,24,572.88
25,-251.381702295575,25,572.88
26,-251.231000122878,26,572.88
27,-251.343972489931,27,572.88
28,-250.747663842,28,572.88
29,-255.596491562315,29,572.88
30,-251.013077871284,30,572.88
0,-486.148421370156,0,1125.96
1,-491.261455881151,1,1125.96
2,-494.087901434598,2,1125.96
3,-491.673968381968,3,1125.96
4,-495.518311160465,4,1125.96
5,-495.800049391536,5,1125.96
6,-493.006241090112,6,1125.96
7,-496.695149590984,7,1125.96
8,-495.392182264918,8,1125.96
9,-497.911112000442,9,1125.96
10,-494.526980339479,10,1125.96
11,-497.210065187347,11,1125.96
12,-493.418750646396,12,1125.96
13,-491.958490941141,13,1125.96
14,-491.188637514016,14,1125.96
15,-490.293425545784,15,1125.96
16,-492.666107527209,16,1125.96
17,-493.175361866501,17,1125.96
18,-495.004675548881,18,1125.96
19,-492.573677775296,19,1125.96
20,-493.394291080657,20,1125.96
21,-493.973151187136,21,1125.96
22,-497.833209516248,22,1125.96
23,-495.656686718647,23,1125.96
24,-497.651283848607,24,1125.96
25,-491.160419232147,25,1125.96
26,-490.774935990728,26,1125.96
27,-490.404996415371,27,1125.96
28,-490.43918170528,28,1125.96
29,-499.393454873552,29,1125.96
30,-491.41684277185,30,1125.96
0,-310.165301636928,0,714.96
1,-313.470864828063,1,714.96
2,-315.061946520688,2,714.96
3,-313.585137491426,3,714.96
4,-316.525920466629,4,714.96
5,-316.489039268017,5,714.96
6,-314.302486269243,6,714.96
7,-316.884258382772,7,714.96
8,-316.123517570967,8,714.96
9,-317.718624538547,9,714.96
10,-314.845888078117,10,714.96
11,-317.434157470393,11,714.96
12,-314.523313525871,12,714.96
13,-314.127126887097,13,714.96
14,-313.333674670652,14,714.96
15,-313.111998715014,15,714.96
16,-314.089781945451,16,714.96
17,-314.472506211789,17,714.96
18,-315.884207809323,18,714.96
19,-314.151777100807,19,714.96
20,-314.686103124986,20,714.96
21,-314.877634775893,21,714.96
22,-317.745171670292,22,714.96
23,-315.814484513253,23,714.96
24,-317.565405869537,24,714.96
25,-313.370363546087,25,714.96
26,-313.184684617109,26,714.96
27,-313.100743521574,27,714.96
28,-312.696159603808,28,714.96
29,-318.638408988525,29,714.96
30,-313.139289099519,30,714.96
0,-505.498351061365,0,1171.56
1,-510.774177427519,1,1171.56
2,-513.770334688098,2,1171.56
3,-511.261715005927,3,1171.56
4,-515.196604241123,4,1171.56
5,-515.505122069398,5,1171.56
6,-512.658913907901,6,1171.56
7,-516.478494959435,7,1171.56
8,-515.092163768814,8,1171.56
9,-517.750325431984,9,1171.56
10,-514.2821358694,10,1171.56
11,-516.9579777872,11,1171.56
12,-513.056448955825,12,1171.56
13,-511.494161846731,13,1171.56
14,-510.734183287177,14,1171.56
15,-509.718759736571,15,1171.56
16,-512.288255774652,16,1171.56
17,-512.791495278769,17,1171.56
18,-514.680980799175,18,1171.56
19,-512.188454932464,19,1171.56
20,-513.024653300203,20,1171.56
21,-513.648897614428,21,1171.56
22,-517.645707916337,22,1171.56
23,-515.423637957742,23,1171.56
24,-517.47977764186,24,1171.56
25,-510.681228291106,25,1171.56
26,-510.269335453237,26,1171.56
27,-509.897647577507,27,1171.56
28,-509.976801396989,28,1171.56
29,-519.24247136656,29,1171.56
30,-511.009213332361,30,1171.56
0,-156.709400210392,0,360.48
1,-158.150001908765,1,360.48
2,-159.115742582019,2,360.48
3,-158.456068367536,3,360.48
4,-160.610365606384,4,360.48
5,-160.310774324075,5,360.48
6,-158.717366386122,6,360.48
7,-160.483724196957,7,360.48
8,-159.913168222255,8,360.48
9,-161.13458527874,9,360.48
10,-158.352658552953,10,360.48
11,-160.699076362774,11,360.48
12,-158.321007493117,12,360.48
13,-159.009072803711,13,360.48
14,-158.170295600809,14,360.48
15,-158.017463573662,15,360.48
16,-158.423745844434,16,360.48
17,-158.459433830224,17,360.48
18,-159.729173849549,18,360.48
19,-158.78386158968,19,360.48
20,-158.836745301726,20,360.48
21,-158.722962358282,21,360.48
22,-161.090861318329,22,360.48
23,-159.17042309015,23,360.48
24,-161.06699686588,24,360.48
25,-158.319935429427,25,360.48
26,-158.16683287547,26,360.48
27,-158.64372079082,27,360.48
28,-157.678882224588,28,360.48
29,-160.889169463486,29,360.48
30,-157.715915401897,30,360.48
0,-76.3789891884152,0,176.16000000000003
1,-76.7917892345802,1,176.16000000000003
2,-77.5921905915558,2,176.16000000000003
3,-77.316453303971,3,176.16000000000003
4,-79.1100553942019,4,176.16000000000003
5,-78.7264209679356,5,176.16000000000003
6,-77.416070639248,6,176.16000000000003
7,-78.8188938792708,7,176.16000000000003
8,-78.2663910552126,8,176.16000000000003
9,-79.4143950072569,9,176.16000000000003
10,-76.5587168654637,10,176.16000000000003
11,-78.7505153975594,11,176.16000000000003
12,-76.5457186436392,12,176.16000000000003
13,-77.8498313808299,13,176.16000000000003
14,-76.9254628291626,14,176.16000000000003
15,-76.6628222037808,15,176.16000000000003
16,-77.0130677369971,16,176.16000000000003
17,-76.8032071142764,17,176.16000000000003
18,-78.0936605943146,18,176.16000000000003
19,-77.6040684222819,19,176.16000000000003
20,-77.3189083188319,20,176.16000000000003
21,-77.0556121313816,21,176.16000000000003
22,-79.2946273846975,22,176.16000000000003
23,-77.3212412296588,23,176.16000000000003
24,-79.3827619978481,24,176.16000000000003
25,-77.2641282509472,25,176.16000000000003
26,-77.0494275607122,26,176.16000000000003
27,-77.8986021744469,27,176.16000000000003
28,-76.5223145662187,28,176.16000000000003
29,-78.322550669466,29,176.16000000000003
30,-76.4059210980907,30,176.16000000000003
0,-245.159130311509,0,564.36
1,-247.694448948853,1,564.36
2,-248.970120651725,2,564.36
3,-247.8496213233,3,564.36
4,-250.445715732832,4,564.36
5,-250.284653756042,5,564.36
6,-248.353824766637,6,564.36
7,-250.571107086446,7,564.36
8,-249.918340399551,8,564.36
9,-251.31415198334,9,564.36
10,-248.517994446717,10,564.36
11,-251.015086243485,11,564.36
12,-248.361099575251,12,564.36
13,-248.408400686757,13,564.36
14,-247.611120230717,14,564.36
15,-247.466985434434,15,564.36
16,-248.127503643983,16,564.36
17,-248.385221855503,17,564.36
18,-249.708627951339,18,564.36
19,-248.293906925963,19,564.36
20,-248.651023572376,20,564.36
21,-248.709987915976,21,564.36
22,-251.324778587597,22,564.36
23,-249.417749039651,23,564.36
24,-251.199453153692,24,564.36
25,-247.663684317069,25,564.36
26,-247.514214561313,26,564.36
27,-247.640256577155,27,564.36
28,-247.031217455368,28,564.36
29,-251.814362741109,29,564.36
30,-247.286538129453,30,564.36
0,-355.591775214894,0,820.56
1,-359.409571904929,1,820.56
2,-361.266056130724,2,820.56
3,-359.53841770633,3,820.56
4,-362.722020970781,4,820.56
5,-362.775426892905,5,820.56
6,-360.414474913951,6,820.56
7,-363.266430749419,7,820.56
8,-362.402507876031,8,820.56
9,-364.178941662468,9,820.56
10,-361.217527355812,10,820.56
11,-363.854816438428,11,820.56
12,-360.740298721991,12,820.56
13,-360.048945795977,13,820.56
14,-359.253464989154,14,820.56
15,-358.927911623284,15,820.56
16,-360.192850517859,16,820.56
17,-360.639612663781,17,820.56
18,-362.135586297031,18,820.56
19,-360.198648215735,19,820.56
20,-360.833317568677,20,820.56
21,-361.120648296019,21,820.56
22,-364.20106218914,22,820.56
23,-362.234335391299,23,820.56
24,-363.997682667996,24,820.56
25,-359.289732000922,25,820.56
26,-359.063278310913,26,820.56
27,-358.862291253657,27,820.56
28,-358.580414406915,28,820.56
29,-365.325056179912,29,820.56
30,-359.16308462331,30,820.56
0,-279.158313351833,0,643.08
1,-282.101051164488,1,643.08
2,-283.532312125208,2,643.08
3,-282.22654841072,3,643.08
4,-285.001708386827,4,643.08
5,-284.904103947427,5,643.08
6,-282.839405493092,6,643.08
7,-285.243967490971,7,643.08
8,-284.540199083806,8,643.08
9,-286.031982563348,9,643.08
10,-283.20298538078,10,643.08
11,-285.750403425865,11,643.08
12,-282.967445062299,12,643.08
13,-282.779790071959,13,643.08
14,-281.986377164244,14,643.08
15,-281.811402900795,15,643.08
16,-282.624042423121,16,643.08
17,-282.951671868395,17,643.08
18,-284.316305499061,18,643.08
19,-282.732082888896,19,643.08
20,-283.186804399349,20,643.08
21,-283.314517675338,21,643.08
22,-286.053876790509,22,643.08
23,-284.138310552221,23,643.08
24,-285.897463768116,24,643.08
25,-282.026668232009,25,643.08
26,-281.861929769152,26,643.08
27,-281.87244013951,27,643.08
28,-281.375439409454,28,643.08
29,-286.765482694735,29,643.08
30,-281.72667383548,30,643.08
0,-124.530931672765,0,286.56
1,-125.563263991085,1,286.56
2,-126.449686487364,2,286.56
3,-125.94807199425,3,286.56
4,-127.952821508999,4,286.56
5,-127.614479199697,5,286.56
6,-126.137510797835,6,286.56
7,-127.75298823881,7,286.56
8,-127.1958696389,8,286.56
9,-128.378545311738,9,286.56
10,-125.576850976683,10,286.56
11,-127.863083663427,11,286.56
12,-125.563301879229,12,286.56
13,-126.494422027607,13,286.56
14,-125.627088531265,14,286.56
15,-125.441528605558,15,286.56
16,-125.80558347792,16,286.56
17,-125.747629291226,17,286.56
18,-127.017647481615,18,286.56
19,-126.251803747552,19,286.56
20,-126.176249995686,20,286.56
21,-126.001743366986,21,286.56
22,-128.307248094289,22,286.56
23,-126.370054575381,23,286.56
24,-128.326172712979,24,286.56
25,-125.840237345218,25,286.56
26,-125.669285660455,26,286.56
27,-126.28955636607,27,286.56
28,-125.170227768973,28,286.56
29,-127.813148164293,29,286.56
30,-125.140492873142,30,286.56
0,-283.601899908407,0,653.4
1,-286.597184372525,1,653.4
2,-288.05029860894,2,653.4
3,-286.720107575316,3,653.4
4,-289.518908124311,4,653.4
5,-289.429881354046,5,653.4
6,-287.347664017972,6,653.4
7,-289.777259107513,7,653.4
8,-289.065949535266,8,653.4
9,-290.57158104831,9,653.4
10,-287.737139320586,10,653.4
11,-290.290729053889,11,653.4
12,-287.49002846212,12,653.4
13,-287.272148694212,13,653.4
14,-286.478894994778,14,653.4
15,-286.298348550723,15,653.4
16,-287.13311286987,16,653.4
17,-287.469167038541,17,653.4
18,-288.840000410225,18,653.4
19,-287.234146196738,19,653.4
20,-287.700828439176,20,653.4
21,-287.837626308237,21,653.4
22,-290.594491470226,22,653.4
23,-288.677199122683,23,653.4
